iter	Passed	Remaining
597	1945	1308
598	1948	1304
599	1950	1300
600	1953	1296
601	1955	1292
602	1957	1288
603	1960	1285
604	1963	1281
605	1965	1278
606	1968	1274
607	1970	1270
608	1973	1267
609	1976	1263
610	1980	1260
611	1982	1257
612	1985	1253
613	1988	1250
614	1990	1246
615	1993	1242
616	1995	1238
617	1998	1235
618	2001	1231
619	2003	1228
620	2006	1224
621	2008	1220
622	2010	1216
623	2013	1213
624	2015	1209
625	2018	1205
626	2020	1201
627	2022	1198
628	2024	1194
629	2027	1190
630	2029	1186
631	2031	1183
632	2034	1179
633	2036	1175
634	2038	1171
635	2041	1168
636	2043	1164
637	2046	1161
638	2048	1157
639	2051	1153
640	2053	1150
641	2056	1146
642	2058	1143
643	2061	1139
644	2063	1135
645	2065	1131
646	2068	1128
647	2070	1124
648	2072	1121
649	2075	1117
650	2077	1113
651	2080	1110
652	2082	1106
653	2084	1103
654	2087	1099
655	2089	1095
656	2092	1092
657	2094	1088
658	2096	1085
659	2099	1081
660	2102	1078
661	2104	1074
662	2107	1071
663	2110	1067
664	2112	1064
665	2115	1060
666	2117	1057
667	2120	1053
668	2122	1050
669	2124	1046
670	2126	1042
671	2129	1039
672	2131	1035
673	2133	1032
674	2136	1028
675	2138	1025
676	2141	1021
677	2143	1017
678	2145	1014
679	2148	1010
680	2151	1007
681	2153	1004
682	2155	1000
683	2158	997
684	2160	993
685	2163	990
686	2165	986
687	2167	983
688	2170	979
689	2173	976
690	2175	972
691	2178	969
692	2180	966
693	2183	962
694	2185	959
695	2188	955
696	2190	952
697	2193	948
698	2195	945
699	2197	941
700	2200	938
701	2202	935
702	2205	931
703	2208	928
704	2211	925
705	2214	922
706	2216	918
707	2218	915
708	2221	911
709	2223	908
710	2225	904
711	2228	901
712	2230	897
713	2233	894
714	2235	891
715	2237	887
716	2240	884
717	2242	880
718	2245	877
719	2247	874
720	2249	870
721	2252	867
722	2254	863
723	2256	860
724	2259	857
725	2261	853
726	2264	850
727	2266	846
728	2268	843
729	2271	840
730	2273	836
731	2275	833
732	2278	830
733	2281	826
734	2283	823
735	2285	819
736	2288	816
737	2290	813
738	2293	809
739	2295	806
740	2297	803
741	2300	799
742	2302	796
743	2305	793
744	2307	789
745	2310	786
746	2312	783
747	2314	779
748	2317	776
749	2319	773
750	2322	769
751	2324	766
752	2327	763
753	2329	760
754	2331	756
755	2334	753
756	2336	750
757	2339	746
758	2341	743
759	2344	740
760	2346	736
761	2348	733
762	2351	730
763	2353	727
764	2356	723
765	2358	720
766	2361	717
767	2363	713
768	2365	710
769	2368	707
770	2371	704
771	2373	701
772	2376	697
773	2378	694
774	2381	691
775	2384	688
776	2386	684
777	2389	681
778	2391	678
779	2393	675
780	2396	671
781	2398	668
782	2401	665
783	2403	662
784	2406	659
785	2408	655
786	2411	652
787	2413	649
788	2415	646
789	2418	642
790	2420	639
791	2423	636
792	2425	633
793	2427	629
794	2430	626
795	2432	623
796	2435	620
797	2437	617
798	2440	613
799	2442	610
800	2444	607
801	2447	604
802	2449	601
803	2452	597
804	2454	594
805	2458	591
806	2461	588
807	2463	585
808	2465	582
809	2468	578
810	2470	575
811	2485	575
812	2492	573
813	2501	571
814	2510	569
815	2522	568
816	2529	566
817	2537	564
818	2544	562
819	2549	559
820	2559	558
821	2567	556
822	2573	553
823	2584	552
824	2591	549
825	2594	546
826	2599	543
827	2602	540
828	2606	537
829	2609	534
830	2612	531
831	2614	528
832	2617	524
833	2619	521
834	2622	518
835	2625	515
836	2627	511
837	2630	508
838	2632	505
839	2635	501
840	2637	498
841	2639	495
842	2642	492
843	2644	488
844	2647	485
845	2649	482
846	2651	479
847	2654	475
848	2656	472
849	2658	469
850	2661	465
851	2664	462
852	2666	459
853	2668	456
854	2671	453
855	2673	449
856	2675	446
857	2678	443
858	2680	440
859	2683	436
860	2685	433
861	2687	430
862	2690	427
863	2692	423
864	2695	420
865	2697	417
866	2700	414
867	2702	410
868	2704	407
869	2707	404
870	2709	401
871	2712	398
872	2714	394
873	2716	391
874	2719	388
875	2721	385
876	2723	382
877	2726	378
878	2728	375
879	2731	372
880	2733	369
881	2736	366
882	2738	362
883	2741	359
884	2743	356
885	2746	353
886	2749	350
887	2751	347
888	2754	343
889	2757	340
890	2760	337
891	2762	334
892	2766	331
893	2768	328
894	2770	325
895	2773	321
896	2775	318
897	2778	315
898	2780	312
899	2783	309
900	2785	306
901	2788	302
902	2790	299
903	2793	296
904	2795	293
905	2797	290
906	2800	287
907	2802	283
908	2804	280
909	2807	277
910	2809	274
911	2811	271
912	2814	268
913	2816	265
914	2819	261
915	2821	258
916	2823	255
917	2826	252
918	2828	249
919	2830	246
920	2833	243
921	2835	239
922	2837	236
923	2840	233
924	2842	230
925	2844	227
926	2847	224
927	2849	221
928	2852	217
929	2854	214
930	2857	211
931	2859	208
932	2861	205
933	2864	202
934	2867	199
935	2870	196
936	2872	193
937	2874	190
938	2877	186
939	2879	183
940	2881	180
941	2884	177
942	2886	174
943	2889	171
944	2892	168
945	2894	165
946	2897	162
947	2899	159
948	2901	155
949	2904	152
950	2906	149
951	2909	146
952	2911	143
953	2913	140
954	2916	137
955	2918	134
956	2921	131
957	2923	128
958	2925	125
959	2928	122
960	2930	118
961	2933	115
962	2935	112
963	2938	109
964	2940	106
965	2943	103
966	2946	100
967	2948	97
968	2951	94
969	2954	91
970	2956	88
971	2959	85
972	2961	82
973	2964	79
974	2966	76
975	2968	73
976	2971	69
977	2973	66
978	2976	63
979	2979	60
980	2981	57
981	2984	54
982	2987	51
983	2989	48
984	2991	45
985	2994	42
986	2996	39
987	2998	36
988	3001	33
989	3003	30
990	3006	27
991	3008	24
992	3010	21
993	3013	18
994	3015	15
995	3017	12
996	3020	9
997	3022	6
998	3025	3
999	3027	0
