iter	Logloss
215	0.4394576065
216	0.4391796775
217	0.4389927757
218	0.4386882314
219	0.4385214563
220	0.438318339
221	0.4380993346
222	0.4377607618
223	0.437552807
224	0.4374358043
225	0.4371468707
226	0.4369678866
227	0.4367490321
228	0.436503003
229	0.436324608
230	0.4361700893
231	0.4359890074
232	0.4358351214
233	0.4357286461
234	0.4354722961
235	0.4353352703
236	0.4350154319
237	0.4349346181
238	0.4346004315
239	0.4344448934
240	0.434175749
241	0.4339731952
242	0.4337866709
243	0.4335927615
244	0.4333292368
245	0.433087039
246	0.4328536173
247	0.4324870228
248	0.432297238
249	0.4320836437
250	0.4318238649
251	0.4316648643
252	0.4314016537
253	0.4312607148
254	0.4311584362
255	0.4309379575
256	0.43081443
257	0.4306402551
258	0.4304976057
259	0.430210016
260	0.4299657339
261	0.4297847622
262	0.4296429087
263	0.4294849896
264	0.4292982419
265	0.4291946657
266	0.4290954597
267	0.4288723185
268	0.4286875955
269	0.428441591
270	0.4282405286
271	0.4280352659
272	0.4278416974
273	0.4276757201
274	0.4275758998
275	0.4274257358
276	0.4271955083
277	0.4269597554
278	0.4266343348
279	0.4264650869
280	0.426311227
281	0.4260488156
282	0.4259471565
283	0.4257216922
284	0.4255263483
285	0.4253118188
286	0.425120645
287	0.424979383
288	0.4247256747
289	0.4246356838
290	0.4244968084
291	0.4242621739
292	0.4240395993
293	0.4238843133
294	0.4237072062
295	0.4235871182
296	0.4233925048
297	0.4232167242
298	0.4230363083
299	0.4228292078
300	0.4227129141
301	0.4225248303
302	0.4222740795
303	0.4221023313
304	0.4219478928
305	0.4217414152
306	0.4215695511
307	0.42136142
308	0.4211960739
309	0.4210519091
310	0.4208985509
311	0.4207573967
312	0.4206008172
313	0.4204302806
314	0.4202655507
315	0.4201334268
316	0.4199845948
317	0.419742242
318	0.4196211087
319	0.4195248502
320	0.419362221
321	0.4191895805
322	0.4189930192
323	0.4187049298
324	0.4185916535
325	0.4184829608
326	0.4183733685
327	0.4181692967
328	0.4178671157
329	0.41767478
330	0.4175115481
331	0.417222612
332	0.4171258353
333	0.4169397142
334	0.4167702799
335	0.4165954773
336	0.4163590547
337	0.4163048358
338	0.4160837792
339	0.4159492358
340	0.4158041469
341	0.4156067872
342	0.4152942315
343	0.415109774
344	0.414938234
345	0.4145953213
346	0.4144343741
347	0.4141815378
348	0.4139175411
349	0.4138151145
350	0.4136233148
351	0.4134888196
352	0.4133873831
353	0.4131171551
354	0.4129861356
355	0.4128837273
356	0.4127550697
357	0.4126432603
358	0.4125072933
359	0.4123798589
360	0.4121702197
361	0.4120278876
362	0.4117474466
363	0.4115356157
364	0.4113075532
365	0.4111231505
366	0.410985044
367	0.4108127652
368	0.4106221982
369	0.4105347965
370	0.4103698805
371	0.4101414433
372	0.4100077765
373	0.4098834948
374	0.4096659067
375	0.409474466
376	0.409246385
377	0.4091133442
378	0.408927657
379	0.4088227314
380	0.4086177125
381	0.4083809036
382	0.4082587197
383	0.4081159732
384	0.4079963402
385	0.4078530708
386	0.407718293
387	0.4075677659
388	0.4073602827
389	0.4072691924
390	0.4071012231
391	0.4069226436
392	0.4068311142
393	0.4067151088
394	0.4066242129
395	0.4064831271
396	0.4063476665
397	0.4061839581
398	0.4060292361
399	0.4059561949
400	0.4058673254
401	0.4057080897
402	0.4056055034
403	0.4054219172
404	0.4052694609
405	0.4050537342
406	0.4049062867
407	0.4048182745
408	0.4046897369
409	0.4044413194
410	0.4042961899
411	0.4040548229
412	0.4039175985
413	0.40379828
414	0.4035384292
415	0.4033559715
416	0.4032092179
417	0.4030111912
418	0.4028217124
419	0.4026589307
420	0.4025173628
421	0.4023936993
422	0.4021984521
423	0.4020919266
424	0.4019834712
425	0.4017981724
426	0.4015961934
427	0.4014114378
428	0.4012028658
429	0.4010980664
430	0.4008771154
431	0.4006852086
432	0.4005564492
433	0.4004041929
434	0.400092371
435	0.3998830949
436	0.399751823
437	0.399661965
438	0.3995229404
439	0.3994085023
440	0.3993280996
441	0.3991086554
442	0.3989230541
443	0.3987826855
444	0.3985835204
445	0.3984344143
446	0.3982468087
447	0.3981080093
448	0.3979963369
449	0.397921425
450	0.3977236378
451	0.3976098856
452	0.3975137399
453	0.3973779741
454	0.3972795226
455	0.3971622712
456	0.3970537547
457	0.396950642
458	0.3967498158
459	0.3964460947
460	0.3963173822
461	0.3961415424
462	0.3960274083
463	0.3958889745
464	0.3957424532
465	0.3956220581
466	0.3953995588
467	0.3951777506
468	0.3950421619
469	0.3948507284
470	0.394715815
471	0.3945664736
472	0.3944325226
473	0.3942955939
474	0.3941726555
475	0.3939725836
476	0.3937250632
477	0.3935314881
478	0.3934580661
479	0.3932786823
480	0.393146487
481	0.3929710793
482	0.3928551823
483	0.3927451285
484	0.3925477827
485	0.3924278948
486	0.392187802
487	0.3919858801
488	0.3918972341
489	0.3916371066
490	0.391452836
491	0.3913044598
492	0.3911662171
493	0.3910125739
494	0.3909101254
495	0.3907341836
496	0.3905237516
497	0.3902447289
498	0.3900808887
499	0.3899319298
500	0.3897839388
501	0.3896334501
502	0.3894700572
503	0.3893492834
504	0.3892544276
505	0.3890853877
506	0.3889235725
507	0.3886650474
508	0.3885168843
509	0.3882990549
510	0.3880874083
511	0.3878560333
512	0.3877387914
513	0.3875713736
514	0.3874451771
515	0.3873006597
516	0.3870831817
517	0.3870110832
518	0.3868827264
519	0.3867323734
520	0.3865391526
521	0.3863084077
522	0.3861495089
523	0.3859682103
524	0.385778301
525	0.385680885
526	0.3855366564
527	0.3853389439
528	0.3852236569
529	0.3850801348
530	0.384935936
531	0.3847587305
532	0.384668316
533	0.3845338718
534	0.384288134
535	0.3841175535
536	0.3839673239
537	0.3838272928
538	0.3836558765
539	0.383524954
540	0.3833819536
541	0.3832428255
542	0.3831551199
543	0.3830094881
544	0.3828859389
545	0.3827482555
546	0.3826297183
547	0.3824487595
548	0.3822302576
549	0.3820802872
550	0.3819128695
551	0.3817788298
552	0.3816562194
553	0.3815210369
554	0.3813721202
555	0.3811845668
556	0.3810791141
557	0.3809419885
558	0.3808258817
559	0.3805985594
560	0.3804717935
561	0.3803348735
562	0.3801825721
563	0.3800078012
564	0.3799253164
565	0.3797951318
566	0.3796315048
567	0.3794289589
568	0.3792773883
569	0.3791221381
570	0.3789389815
571	0.3787869653
572	0.3786652268
573	0.3784655371
574	0.3783146411
575	0.3781872072
576	0.3780404863
577	0.3778853923
578	0.3777656052
579	0.3776124761
580	0.377498584
581	0.377345436
582	0.3772142689
583	0.3770315088
584	0.3768621761
585	0.376685208
586	0.3765700267
587	0.3764156829
588	0.3762639138
589	0.3761794561
590	0.37606831
591	0.3758560982
592	0.3757438901
593	0.3756491681
594	0.3755024541
595	0.3752478653
596	0.3751508685
597	0.3750106817
598	0.3748470791
599	0.3747226494
600	0.3745888407
601	0.3745104406
602	0.3743911557
603	0.3742919045
604	0.3741821007
605	0.3740140409
606	0.3738735473
607	0.3736694246
608	0.3735577499
609	0.3734788594
610	0.373367152
611	0.3732230086
612	0.3731024107
613	0.3730227323
614	0.3729501641
615	0.3727856462
616	0.3726485208
617	0.3725426709
618	0.3724225778
619	0.3722607764
620	0.3721246981
621	0.3719384469
622	0.371755948
623	0.3716770537
624	0.3715641236
625	0.371461299
626	0.3713849763
627	0.3711803644
628	0.3709863945
629	0.3708408154
630	0.3707158873
631	0.3705302812
632	0.3704681693
633	0.3703383153
634	0.3701874504
635	0.3700546143
636	0.36990949
637	0.36971511
638	0.3695668928
639	0.3694345646
640	0.3693289446
641	0.3692340374
642	0.3691343456
643	0.369009813
644	0.3689450078
645	0.3688453292
646	0.3686930917
647	0.3685644964
648	0.3684697023
649	0.368322782
650	0.3682191102
651	0.3680593051
652	0.3679375845
653	0.3678022883
654	0.3676547605
655	0.3675099224
656	0.3674109554
657	0.3672640201
658	0.3670862392
659	0.36692824
660	0.3667814711
661	0.3666669422
662	0.3665130815
663	0.3663555924
664	0.3662070719
665	0.3660605984
666	0.365891354
667	0.3657787165
668	0.3656720148
669	0.3655542943
670	0.3654671077
671	0.3653316681
672	0.3651904257
673	0.3650460133
674	0.3649296185
675	0.3648245482
676	0.3646630559
677	0.3644943876
678	0.3643462556
679	0.3642332126
680	0.3640329678
681	0.3638872263
682	0.3637797866
683	0.3636696038
684	0.3635164719
685	0.3634282845
686	0.3632896414
687	0.363163399
688	0.3631053721
689	0.3630032051
690	0.3628542081
691	0.3626996724
692	0.3626166433
693	0.3624750491
694	0.3623480067
695	0.3621922733
696	0.3620388307
697	0.361936345
698	0.3617985813
699	0.3616251158
700	0.3615141833
701	0.3613825172
702	0.3612690898
703	0.3611341238
704	0.36099904
705	0.3608818274
706	0.3607115022
707	0.3605085281
708	0.3603774182
709	0.3602760294
710	0.3601214852
711	0.3599884329
712	0.3598729388
713	0.3597449512
714	0.3596012555
715	0.359454277
716	0.3593593061
717	0.3592203593
718	0.3590866735
719	0.3589468353
720	0.3588415477
721	0.3586778802
722	0.3585334454
723	0.3584011032
724	0.3582470884
725	0.3581483444
726	0.3580518194
727	0.3579289057
728	0.357833204
729	0.357689787
730	0.3575500591
731	0.357433519
732	0.3573142806
733	0.3572057774
734	0.357072003
735	0.3568485819
736	0.3567576675
737	0.3566516099
738	0.3565144707
739	0.3564358908
740	0.3562987391
741	0.3561999728
742	0.356071272
743	0.355921614
744	0.3558050508
745	0.3556630289
746	0.3555377395
747	0.3554108258
748	0.3552256121
749	0.3549633635
750	0.3548677742
751	0.3547333573
752	0.3545948514
753	0.3545122593
754	0.3543962603
755	0.3542424848
756	0.3541177426
757	0.3540144747
758	0.3538591148
759	0.3537039861
760	0.3535629748
761	0.3533878399
762	0.3532837049
763	0.3531042751
764	0.3529689335
765	0.3528414844
766	0.3527233816
767	0.3525905588
768	0.3524756334
769	0.3523436649
770	0.3521757445
771	0.3520755004
772	0.3519370057
773	0.3518413133
774	0.3517538765
775	0.3516695595
776	0.3515714025
777	0.3514252294
778	0.3513078956
779	0.351190212
780	0.3510586779
781	0.350866204
782	0.3507785183
783	0.350599409
784	0.3504701356
785	0.3503948873
786	0.3503012535
787	0.3501176029
788	0.3499162474
789	0.3498278162
790	0.3496909261
791	0.349536623
792	0.3493960728
793	0.3492893827
794	0.3492108813
795	0.3490680976
796	0.3489207133
797	0.3487756627
798	0.3486662376
799	0.3485808396
800	0.3484409748
801	0.3482603063
802	0.3481488241
803	0.3480061401
804	0.3478021648
805	0.34767681
806	0.3475852922
807	0.3474775008
808	0.3473257833
809	0.3472343849
810	0.3470946646
811	0.3469585432
812	0.3467206284
813	0.3466049007
814	0.3464948431
815	0.3464108443
816	0.3462943661
817	0.3461774479
818	0.3460418998
819	0.3459766867
820	0.3458621615
821	0.3457064699
822	0.3455540242
823	0.3453716877
824	0.3451365935
825	0.3450460251
826	0.3449067709
827	0.3448189566
828	0.3446671593
829	0.3444762326
830	0.34433089
831	0.3441928016
832	0.3440657082
833	0.3439681168
834	0.343835562
835	0.3436692099
836	0.3434965001
837	0.3433791501
838	0.3432379507
839	0.3431245685
840	0.3429797697
841	0.3428185242
842	0.3427085104
843	0.3425822266
844	0.3424702456
845	0.3423441946
846	0.3422141436
847	0.3420839733
848	0.3419570916
849	0.3418218893
850	0.341682908
851	0.3414701
852	0.3413794002
853	0.3412790179
854	0.3411640504
855	0.3410383025
856	0.3408938991
857	0.3406876922
858	0.3405539864
859	0.3404153261
860	0.3402841355
861	0.340159498
862	0.3400388884
863	0.3399196265
864	0.3397989394
865	0.3396470529
866	0.3395390755
867	0.3394346662
868	0.3393258421
869	0.3392397535
870	0.339118248
871	0.3389468036
872	0.33883335
873	0.3387432885
874	0.3386659132
875	0.3385350332
876	0.3384386758
877	0.3382691546
878	0.3381606949
879	0.3380649296
880	0.3379224458
881	0.3377810546
882	0.3375999609
883	0.3374925343
884	0.3374089181
885	0.3372895858
886	0.3371721409
887	0.3370696097
888	0.3369519949
889	0.3368509159
890	0.336722003
891	0.3365656358
892	0.3364486335
893	0.3363148552
894	0.3362237409
895	0.3361200851
896	0.336010787
897	0.3358771683
898	0.3357773605
899	0.3356218922
900	0.3355326367
901	0.3354765962
902	0.3353541075
903	0.3352748327
904	0.3351904272
905	0.3351108795
906	0.3349995734
907	0.3348356887
908	0.3347682247
909	0.3346409065
910	0.3343779538
911	0.3342749822
912	0.3341318299
913	0.3340199964
914	0.3339287507
915	0.3338020164
916	0.3337052337
917	0.3335946742
918	0.3334802395
919	0.3333779823
920	0.3332680677
921	0.33317826
922	0.3330129072
923	0.3328293541
924	0.3327148835
925	0.3326030863
926	0.3324603787
927	0.3323732866
928	0.3322547757
929	0.3321201512
930	0.3319807249
931	0.3319121564
932	0.3318007374
933	0.3316954749
934	0.3315387284
935	0.3313587874
936	0.3312770481
937	0.3311543021
938	0.3310611224
939	0.3309344758
940	0.3308405724
941	0.3306739098
942	0.3304768609
943	0.3303869751
944	0.3302865899
945	0.3301867165
946	0.3300692382
947	0.3299341259
948	0.3298226977
949	0.3297432832
950	0.3295926725
951	0.3294798859
952	0.3293348732
953	0.3292490296
954	0.3291550999
955	0.3290196394
956	0.3289239321
957	0.3288179311
958	0.3286897715
959	0.3285888745
960	0.3284685306
961	0.3283653153
962	0.328249958
963	0.3281646568
964	0.3280707184
965	0.3279253022
966	0.3278498343
967	0.3277165814
968	0.3275964552
969	0.3275031142
970	0.3273755366
971	0.3273002772
972	0.327156488
973	0.3270749346
974	0.3269549244
975	0.3267729568
976	0.3266284408
977	0.3265122356
978	0.3263996482
979	0.3262617184
980	0.3262151932
981	0.3260476206
982	0.3259196778
983	0.325830801
984	0.325709151
985	0.3255847268
986	0.3254931591
987	0.3253014988
988	0.3251909677
989	0.325081101
990	0.3248513862
991	0.3247177001
992	0.3246402949
993	0.324535021
994	0.32438953
995	0.3242906141
996	0.3242139639
997	0.324126676
998	0.3240270109
999	0.3239649633
