iter	Passed	Remaining
526	1887	1693
527	1889	1689
528	1892	1684
529	1895	1680
530	1898	1676
531	1900	1672
532	1903	1667
533	1906	1663
534	1909	1659
535	1912	1655
536	1914	1650
537	1917	1646
538	1920	1642
539	1924	1639
540	1927	1634
541	1929	1630
542	1932	1626
543	1935	1622
544	1938	1618
545	1941	1614
546	1944	1610
547	1946	1605
548	1949	1601
549	1952	1597
550	1955	1593
551	1958	1589
552	1961	1585
553	1963	1581
554	1966	1576
555	1969	1572
556	1972	1568
557	1974	1564
558	1977	1560
559	1980	1556
560	1983	1551
561	1985	1547
562	1988	1543
563	1991	1539
564	1994	1535
565	1996	1531
566	1999	1526
567	2002	1522
568	2005	1518
569	2008	1514
570	2010	1510
571	2013	1506
572	2016	1502
573	2019	1498
574	2022	1494
575	2025	1491
576	2028	1487
577	2031	1483
578	2033	1478
579	2036	1474
580	2039	1470
581	2042	1466
582	2044	1462
583	2047	1458
584	2050	1454
585	2052	1450
586	2055	1446
587	2058	1442
588	2061	1438
589	2064	1434
590	2066	1430
591	2069	1426
592	2072	1422
593	2075	1418
594	2077	1414
595	2080	1410
596	2083	1406
597	2086	1402
598	2088	1398
599	2091	1394
600	2094	1390
601	2097	1386
602	2100	1382
603	2102	1378
604	2107	1375
605	2111	1372
606	2119	1372
607	2122	1368
608	2125	1364
609	2128	1360
610	2131	1356
611	2134	1352
612	2136	1349
613	2139	1345
614	2142	1341
615	2145	1337
616	2147	1333
617	2150	1329
618	2153	1325
619	2156	1321
620	2158	1317
621	2161	1313
622	2164	1309
623	2167	1305
624	2169	1301
625	2173	1298
626	2175	1294
627	2178	1290
628	2181	1286
629	2184	1282
630	2188	1279
631	2190	1275
632	2193	1271
633	2196	1267
634	2198	1263
635	2201	1260
636	2204	1256
637	2207	1252
638	2210	1248
639	2212	1244
640	2215	1240
641	2218	1237
642	2221	1233
643	2223	1229
644	2226	1225
645	2229	1221
646	2231	1217
647	2234	1213
648	2237	1210
649	2241	1207
650	2246	1204
651	2249	1200
652	2252	1196
653	2255	1193
654	2257	1189
655	2260	1185
656	2263	1181
657	2267	1178
658	2272	1175
659	2278	1173
660	2281	1170
661	2285	1167
662	2294	1166
663	2298	1163
664	2307	1162
665	2311	1159
666	2314	1155
667	2318	1152
668	2322	1149
669	2328	1146
670	2336	1145
671	2340	1142
672	2349	1141
673	2354	1138
674	2364	1138
675	2370	1136
676	2376	1133
677	2384	1132
678	2392	1131
679	2397	1128
680	2407	1127
681	2412	1124
682	2420	1123
683	2428	1121
684	2439	1121
685	2448	1120
686	2455	1118
687	2458	1114
688	2460	1110
689	2463	1106
690	2466	1102
691	2469	1099
692	2471	1095
693	2476	1092
694	2479	1088
695	2482	1084
696	2485	1080
697	2488	1076
698	2491	1072
699	2493	1068
700	2496	1064
701	2499	1061
702	2502	1057
703	2505	1053
704	2507	1049
705	2510	1045
706	2513	1041
707	2516	1037
708	2518	1033
709	2521	1029
710	2524	1026
711	2527	1022
712	2529	1018
713	2534	1015
714	2536	1011
715	2539	1007
716	2542	1003
717	2545	999
718	2548	995
719	2550	992
720	2553	988
721	2556	984
722	2559	980
723	2561	976
724	2564	972
725	2567	968
726	2569	964
727	2572	961
728	2575	957
729	2577	953
730	2580	949
731	2583	945
732	2585	941
733	2588	938
734	2591	934
735	2594	930
736	2599	927
737	2603	924
738	2607	920
739	2610	917
740	2613	913
741	2615	909
742	2618	905
743	2621	901
744	2623	898
745	2626	894
746	2629	890
747	2632	886
748	2634	882
749	2637	879
750	2640	875
751	2643	871
752	2646	867
753	2648	864
754	2651	860
755	2654	856
756	2657	852
757	2659	849
758	2662	845
759	2665	841
760	2667	837
761	2670	834
762	2673	830
763	2676	826
764	2679	822
765	2681	819
766	2684	815
767	2687	811
768	2689	808
769	2692	804
770	2695	800
771	2698	796
772	2701	793
773	2704	789
774	2706	785
775	2709	782
776	2712	778
777	2715	774
778	2717	771
779	2720	767
780	2723	763
781	2726	759
782	2728	756
783	2731	752
784	2734	748
785	2736	745
786	2739	741
787	2742	737
788	2745	734
789	2748	730
790	2750	726
791	2753	723
792	2756	719
793	2758	715
794	2761	712
795	2764	708
796	2766	704
797	2769	701
798	2772	697
799	2775	693
800	2777	690
801	2780	686
802	2783	682
803	2786	679
804	2788	675
805	2791	671
806	2794	668
807	2797	664
808	2800	661
809	2803	657
810	2806	653
811	2808	650
812	2811	646
813	2814	643
814	2817	639
815	2819	635
816	2824	632
817	2829	629
818	2834	626
819	2837	622
820	2840	619
821	2842	615
822	2845	612
823	2848	608
824	2852	605
825	2855	601
826	2857	597
827	2860	594
828	2863	590
829	2866	587
830	2869	583
831	2871	579
832	2874	576
833	2877	572
834	2880	569
835	2882	565
836	2885	561
837	2888	558
838	2891	554
839	2894	551
840	2896	547
841	2899	544
842	2902	540
843	2905	536
844	2909	533
845	2911	530
846	2914	526
847	2917	522
848	2921	519
849	2924	516
850	2927	512
851	2929	508
852	2932	505
853	2935	501
854	2938	498
855	2941	494
856	2944	491
857	2946	487
858	2949	484
859	2952	480
860	2955	477
861	2957	473
862	2960	470
863	2963	466
864	2966	462
865	2968	459
866	2971	455
867	2974	452
868	2977	448
869	2979	445
870	2982	441
871	2985	438
872	2988	434
873	2991	431
874	2994	427
875	2997	424
876	3000	420
877	3002	417
878	3005	413
879	3008	410
880	3011	406
881	3014	403
882	3017	399
883	3020	396
884	3022	392
885	3025	389
886	3028	385
887	3031	382
888	3034	378
889	3036	375
890	3039	371
891	3042	368
892	3044	364
893	3047	361
894	3050	357
895	3053	354
896	3056	350
897	3058	347
898	3061	343
899	3064	340
900	3067	337
901	3069	333
902	3073	330
903	3076	326
904	3079	323
905	3082	319
906	3084	316
907	3087	312
908	3090	309
909	3093	305
910	3096	302
911	3099	299
912	3102	295
913	3104	292
914	3107	288
915	3110	285
916	3113	281
917	3116	278
918	3118	274
919	3121	271
920	3124	267
921	3127	264
922	3129	261
923	3132	257
924	3135	254
925	3138	250
926	3141	247
927	3143	243
928	3146	240
929	3149	237
930	3152	233
931	3155	230
932	3157	226
933	3160	223
934	3163	219
935	3166	216
936	3169	213
937	3171	209
938	3174	206
939	3177	202
940	3180	199
941	3182	195
942	3185	192
943	3188	189
944	3191	185
945	3194	182
946	3196	178
947	3199	175
948	3202	172
949	3205	168
950	3207	165
951	3210	161
952	3213	158
953	3215	155
954	3218	151
955	3221	148
956	3224	144
957	3227	141
958	3229	138
959	3232	134
960	3235	131
961	3237	127
962	3240	124
963	3243	121
964	3246	117
965	3248	114
966	3251	110
967	3254	107
968	3256	104
969	3259	100
970	3262	97
971	3265	94
972	3267	90
973	3270	87
974	3273	83
975	3275	80
976	3278	77
977	3281	73
978	3284	70
979	3286	67
980	3289	63
981	3292	60
982	3295	56
983	3298	53
984	3300	50
985	3303	46
986	3306	43
987	3310	40
988	3314	36
989	3319	33
990	3322	30
991	3326	26
992	3330	23
993	3333	20
994	3338	16
995	3340	13
996	3343	10
997	3346	6
998	3349	3
999	3352	0
