iter	Logloss
0	0.6403838995
1	0.592536024
2	0.544624883
3	0.4979567174
4	0.4608907212
5	0.4190914291
6	0.3784071265
7	0.3478892258
8	0.3183432715
9	0.2890006205
10	0.2641249339
11	0.2435146321
12	0.2241669022
13	0.2054123961
14	0.1847572076
15	0.1698517844
16	0.1557881705
17	0.1430524025
18	0.1313787815
19	0.1218756382
20	0.1125339878
21	0.1040652496
22	0.09642504303
23	0.088895543
24	0.08172777082
25	0.07482977811
26	0.06942204937
27	0.06366791884
28	0.05920073308
29	0.05494693361
30	0.05109239023
31	0.04743606921
32	0.04368267929
33	0.04040372847
34	0.03749915857
35	0.03511899162
36	0.03252034157
37	0.0304352919
38	0.02833875955
39	0.02660889173
40	0.02473838689
41	0.02325293308
42	0.02172834368
43	0.02033582872
44	0.01908878662
45	0.01769547886
46	0.01645321724
47	0.01548646755
48	0.01457145512
49	0.01377708882
50	0.01305165808
51	0.01230179701
52	0.01163577248
53	0.01098218752
54	0.01026645813
55	0.009799195697
56	0.00932502152
57	0.008911641438
58	0.008443826421
59	0.008050380872
60	0.00768677781
61	0.00735375566
62	0.007029677163
63	0.006653803578
64	0.006333634191
65	0.006053564687
66	0.005771635775
67	0.005546252291
68	0.00531519222
69	0.005138404966
70	0.004939323578
71	0.004712398494
72	0.004531488115
73	0.004338883523
74	0.004159434179
75	0.004005991117
76	0.003856318277
77	0.00372750053
78	0.003596219881
79	0.003510464619
80	0.003400251843
81	0.00327759753
82	0.003159005795
83	0.003074878135
84	0.002967330661
85	0.002875271594
86	0.002791443209
87	0.002706515587
88	0.002628146066
89	0.002563920316
90	0.002519924667
91	0.002432447894
92	0.002393247564
93	0.002319895039
94	0.0022541225
95	0.002185615462
96	0.002124585109
97	0.002057460396
98	0.002003211674
99	0.001929737808
100	0.001900200033
101	0.001860533121
102	0.001821386789
103	0.001802133101
104	0.001759344808
105	0.001718627838
106	0.001685220494
107	0.001642865297
108	0.001606578883
109	0.001580333133
110	0.001538345665
111	0.001508360337
112	0.001468858385
113	0.001438187145
114	0.00141084636
115	0.001385547243
116	0.001360904751
117	0.001335520869
118	0.001308463295
119	0.001291220631
120	0.001266157647
121	0.00124072162
122	0.001227046532
123	0.00120992731
124	0.001188820885
125	0.001168844093
126	0.00114859311
127	0.001133232839
128	0.001111984438
129	0.001092515994
130	0.001083774247
131	0.001070175399
132	0.001056921421
133	0.001040363062
134	0.001020040473
135	0.00100518027
136	0.0009855474225
137	0.0009693986201
138	0.0009544990004
139	0.000940574743
140	0.0009263551646
141	0.0009165762736
142	0.0009019447905
143	0.0009019447905
144	0.0008928497713
145	0.0008788519925
